Country,Year,ISO Country Code,Population,Gross Domestic Product,Cement CO2 Emissions,CO2 Emissions,CO2 Including Land Use Change,Coal CO2 Emissions,Consumption CO2,Flaring CO2 Emissions,Gas CO2 Emissions,Land Use Change CO2,Methane,Nitrous Oxide,Oil CO2 Emissions,Other Industry CO2,Primary Energy Consumption,Temperature Change From Methane,Temperature Change From CO2,Temperature Change From Greenhouse Gas,Temperature Change From Nitrous Oxide,Total Greenhouse Gas,Total Greenhouse Gas Excluding Land Use Change,Trade CO2,Continent,UN Region,Income Group
British Virgin Islands,1868,VGB,2108.539955845022,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0003837365765688,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1869,VGB,2144.3269424203527,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0004039853315111,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1870,VGB,2180.721320098038,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0004253025592072,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1871,VGB,6700.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0004477446401126,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1872,VGB,2255.373659269497,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0004713709297288,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1873,VGB,2293.6527664037426,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0004962439155889,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1874,VGB,2332.5815619108985,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0005224293825261,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1875,VGB,2372.171072562838,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0005499965866639,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1876,VGB,2412.4325122822343,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0005790184385865,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1877,VGB,2453.3772853189557,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0006095716961749,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1878,VGB,2495.0169894803885,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0006417371676188,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1879,VGB,2537.363419416534,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0006755999251402,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1880,VGB,2580.428569960955,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0007112495299955,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1881,VGB,5300.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0007487802693492,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1882,VGB,2668.7640335697506,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.000788291405648,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1883,VGB,2714.059368086572,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0008298874391531,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1884,VGB,2760.1234732040093,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0008736783843253,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1885,VGB,2806.9693968053093,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.000919780060795,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1886,VGB,2854.6104082276306,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0009683143996854,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1887,VGB,2903.0600020206484,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0010194097660996,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1888,VGB,2952.3319017689523,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0010732012986245,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1889,VGB,3002.44006397932,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0011298312667498,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1890,VGB,3053.398682033963,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0011894494471461,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1891,VGB,4600.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0012522135197994,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1892,VGB,3157.925267772408,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0013182894850476,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1893,VGB,3211.5228431232504,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0013878521026234,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1894,VGB,3266.030098038978,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0014610853538642,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1895,VGB,3321.46247196632,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0015381829283114,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1896,VGB,3377.8356663965315,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0016193487359867,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1897,VGB,3435.1656493128658,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0017047974466994,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1898,VGB,3493.4686597135988,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0017947550578114,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1899,VGB,3552.7612122118044,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0018894594919625,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1900,VGB,3613.0601017132,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0019891612263351,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1901,VGB,4900.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0020941239551239,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1902,VGB,3736.7455014358297,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0022046252869625,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1903,VGB,3800.167046151915,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0023209574791513,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1904,VGB,3864.665006784668,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0024434282106281,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1905,VGB,3930.2576526970824,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0025723613957272,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1906,VGB,3996.963563327227,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0027080980408779,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1907,VGB,4064.80163345074,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0028509971465084,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1908,VGB,4133.7910785330905,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0030014366565414,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1909,VGB,4203.951440172224,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0031598144579919,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1910,VGB,4275.302591634052,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0033265494333102,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1911,VGB,5600.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0035020825682559,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1912,VGB,4421.658449299042,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.00368687811823,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1913,VGB,4496.704611515262,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0038814248361521,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1914,VGB,4573.0244873229085,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0040862372651284,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1915,VGB,4650.639694700309,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0043018570993319,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1916,VGB,4729.572218534921,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0045288546166912,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1917,VGB,4809.844416850411,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0047678301871789,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1918,VGB,4891.47902713993,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0050194158606892,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1919,VGB,4974.499172806388,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0052842770387016,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1920,VGB,5058.928369712371,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0055631142341562,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1921,VGB,5100.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0058566649241908,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1922,VGB,5232.109983070882,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.006165705500644,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1923,VGB,5320.911454063073,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0064910533234788,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1924,VGB,5411.220099269049,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0068335688825627,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1925,VGB,5503.061499054679,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.007194158073516,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1926,VGB,5596.461667945914,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0075737745936538,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1927,VGB,5691.44706199784,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0079734224643525,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1928,VGB,5788.044586288172,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0083941586865171,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1929,VGB,5886.281602538564,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.008837096036169,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1930,VGB,5986.185936864632,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0093034060075502,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1931,VGB,6087.785887658162,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0097943219115275,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1932,VGB,6191.110233602438,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0103111421374897,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1933,VGB,6296.188241824279,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.010855233587369,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1934,VGB,6403.049676183756,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0114280352908635,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1935,VGB,6511.724805705299,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0120310622114284,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1936,VGB,6622.244413151237,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0126659092530963,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1937,VGB,6734.639803741295,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0133342554787293,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1938,VGB,6848.942814020099,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0140378685508547,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1939,VGB,6965.185820874697,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0147786094068341,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1940,VGB,7083.401750705857,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.015558437180726,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1941,VGB,7203.624088754241,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0163794143848651,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1942,VGB,7325.886888585658,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0172437123648561,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1943,VGB,7450.224781736501,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0181536170424169,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1944,VGB,7576.672987523713,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0191115349612524,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1945,VGB,7705.267323020406,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.020119999651956,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1946,VGB,6500.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0211816783327688,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1947,VGB,7969.040701261609,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0222993789639188,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1948,VGB,8104.294459106607,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0234760576742018,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1949,VGB,8241.843798025477,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0247148265794389,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1950,VGB,7397.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0260189620134982,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1951,VGB,7409.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0273919131936398,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1952,VGB,7398.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0288373113431142,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1953,VGB,7409.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0303589792951294,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1954,VGB,7469.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0319609416036,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1955,VGB,7516.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0336474351874077,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1956,VGB,7557.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0354229205363366,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1957,VGB,7615.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0372920935083097,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1958,VGB,7702.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0392598977491413,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1959,VGB,7832.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0413315377676391,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1960,VGB,7974.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0435124927006495,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1961,VGB,8059.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0458085308044479,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1962,VGB,8092.0,,0.0,0.004,,0.0,0.0,0.0,0.0,,,0.0,0.004,0.0,0.0482257247107956,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1963,VGB,8135.0,,0.0,0.004,,0.0,0.0,0.0,0.0,,,0.0,0.004,0.0,0.0507704674880264,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1964,VGB,8192.0,,0.0,0.007,,0.0,0.0,0.0,0.0,,,0.0,0.007,0.0,0.0534494895496238,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1965,VGB,8283.0,,0.0,0.007,,0.0,0.0,0.0,0.0,,,0.0,0.007,0.0,0.0562698764550304,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1966,VGB,8438.0,,0.0,0.011,,0.0,0.0,0.0,0.0,,,0.0,0.011,0.0,0.0592390876497459,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1967,VGB,8671.0,,0.0,0.004,,0.0,0.0,0.0,0.0,,,0.0,0.004,0.0,0.0623649761943028,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1968,VGB,9022.0,,0.0,0.015,,0.0,0.0,0.0,0.0,,,0.0,0.015,0.0,0.0656558095342742,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1969,VGB,9553.0,,0.0,0.018,,0.0,0.0,0.0,0.0,,,0.0,0.018,0.0,0.0691202913662741,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1970,VGB,9966.0,,0.0,0.018,,0.0,0.0,0.0,0.0,,,0.0,0.018,0.0,0.0727675846577523,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1971,VGB,10117.0,,0.0,0.022,,0.0,0.0,0.0,0.0,,,0.0,0.022,0.0,0.0766073358814988,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1972,VGB,10255.0,,0.0,0.022,,0.0,0.0,0.0,0.0,,,0.0,0.022,0.0,0.0806497005289219,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1973,VGB,10388.0,,0.0,0.026,,0.0,0.0,0.0,0.0,,,0.0,0.026,0.0,0.0849053699696105,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1974,VGB,10521.0,,0.0,0.026,,0.0,0.0,0.0,0.0,,,0.0,0.026,0.0,0.0893855997281879,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1975,VGB,10627.0,,0.0,0.026,,0.0,0.0,0.0,0.0,,,0.0,0.026,0.0,0.0941022392532702,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1976,VGB,10733.0,,0.0,0.026,,0.0,0.0,0.0,0.0,,,0.0,0.026,0.0,0.0990677632572545,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1977,VGB,10823.0,,0.0,0.029,,0.0,0.0,0.0,0.0,,,0.0,0.029,0.0,0.1042953047098103,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1978,VGB,10904.0,,0.0,0.029,,0.0,0.0,0.0,0.0,,,0.0,0.029,0.0,0.1097986895723701,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1979,VGB,10986.0,,0.0,0.029,,0.0,0.0,0.0,0.0,,,0.0,0.029,0.0,0.115592473365443,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1980,VGB,11148.0,,0.0,0.029,,0.0,0.0,0.0,0.0,,,0.0,0.029,0.0,0.124,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1981,VGB,11498.0,,0.0,0.044,,0.0,0.0,0.0,0.0,,,0.0,0.044,0.0,0.186,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1982,VGB,11944.0,,0.0,0.037,,0.0,0.0,0.0,0.0,,,0.0,0.037,0.0,0.186,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1983,VGB,12385.0,,0.0,0.04,,0.0,0.0,0.0,0.0,,,0.0,0.04,0.0,0.186,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1984,VGB,12844.0,,0.0,0.04,,0.0,0.0,0.0,0.0,,,0.0,0.04,0.0,0.124,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1985,VGB,13290.0,,0.0,0.048,,0.0,0.0,0.0,0.0,,,0.0,0.048,0.0,0.124,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1986,VGB,13748.0,,0.0,0.055,,0.0,0.0,0.0,0.0,,,0.0,0.055,0.0,0.075,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1987,VGB,14212.0,,0.0,0.062,,0.0,0.0,0.0,0.0,,,0.0,0.062,0.0,0.194,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1988,VGB,14703.0,,0.0,0.066,,0.0,0.0,0.0,0.0,,,0.0,0.066,0.0,0.194,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1989,VGB,15200.0,,0.0,0.066,,0.0,0.0,0.0,0.0,,,0.0,0.066,0.0,0.194,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1990,VGB,15727.0,,0.0,0.066,,0.0,0.0,0.0,0.0,,,0.0,0.066,0.0,0.194,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1991,VGB,16207.0,,0.0,0.073,,0.0,0.0,0.0,0.0,,,0.0,0.073,0.0,0.194,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1992,VGB,16615.0,,0.0,0.081,,0.0,0.0,0.0,0.0,,,0.0,0.081,0.0,0.194,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1993,VGB,17008.0,,0.0,0.084,,0.0,0.0,0.0,0.0,,,0.0,0.084,0.0,0.194,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1994,VGB,17430.0,,0.0,0.084,,0.0,0.0,0.0,0.0,,,0.0,0.084,0.0,0.194,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1995,VGB,17863.0,,0.0,0.088,,0.0,0.0,0.0,0.0,,,0.0,0.088,0.0,0.194,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
British Virgin Islands,1996,VGB,18308.0,,0.0,0.099,,0.0,0.0,0.0,0.0,,,0.0,0.099,0.0,0.25,0.0,0.0,0.0,0.0,,,0.0,North America,Caribbean,High Income
